,highly_variable
Kbtbd4,False
Celf1,False
Rapsn,False
Psmc3,False
Slc39a13,False
Spi1,False
Mybpc3,False
Madd,False
Nr1h3,False
Acp2,False
Ddb2,False
A330069E16Rik,False
Gm17281,False
Pacsin3,False
Arfgap2,False
1110051M20Rik,False
Lrp4,False
Ckap5,False
Zfp408,False
Arhgap1,False
Atg13,False
Harbi1,False
Ambra1,False
Chrm4,False
Mdk,True
Dgkz,True
Creb3l1,False
2900072N19Rik,False
Phf21a,False
Large2,False
Pex16,False
1700029I15Rik,False
Mapk8ip1,False
Cry2,False
Slc35c1,False
Gm13814,False
Chst1,False
Syt13,False
Prdm11,False
4631405J19Rik,False
Trp53i11,False
Tspan18,False
Cd82,True
Alx4,False
Ext2,False
Accs,False
Gm13889,False
Alkbh3,False
Hsd17b12,False
Mir670hg,False
Ttc17,False
Api5,False
Lrrc4c,False
B230118H07Rik,False
Rag1,True
Traf6,False
Prr5l,True
Commd9,False
Ldlrad3,True
Trim44,False
Fjx1,False
Pamr1,True
Slc1a2,True
Cd44,False
Pdhx,False
Apip,False
BC016548,False
Elf5,False
Cat,False
Abtb2,False
Nat10,False
Caprin1,False
Lmo2,False
Fbxo3,False
Gm10912,False
Cd59b,False
Cd59a,True
A930018P22Rik,False
D430041D05Rik,False
Gm13883,False
Hipk3,False
Cstf3,False
Tcp11l1,False
Depdc7,False
Qser1,False
Prrg4,False
Ccdc73,False
Eif3m,False
Rcn1,False
Pax6os1,True
Pax6,True
Elp4,False
Immp1l,False
Dnajc24,False
Mpped2,False
Arl14ep,False
Kcna4,False
Mettl15,False
Kif18a,False
Bdnf,False
Lin7c,False
Lgr4,False
Ccdc34,True
Bbox1,False
Fibin,False
Ano3,True
Muc15,False
Lpcat4,False
Nutm1,False
Nop10,False
Slc12a6,False
Emc4,False
Katnbl1,False
Emc7,False
Chrm5,False
Aven,False
Ryr3,False
Fmn1,False
Grem1,True
Scg5,False
Arhgap11a,True
Gjd2,False
Actc1,False
C130080G10Rik,False
Aqr,False
Zfp770,False
Dph6,False
3110099E03Rik,False
BC052040,False
Meis2,True
2700033N17Rik,False
G630016G05Rik,False
Tmco5,False
D330050G23Rik,False
Gm29340,False
Spred1,False
Fam98b,False
Rasgrp1,True
Thbs1,False
Fsip1,False
Gpr176,False
Eif2ak4,False
Srp14,False
Bmf,False
Bub1b,False
Pak6,False
Ankrd63,False
Plcb2,False
Inafm2,False
A430105I19Rik,False
Disp2,False
Knstrn,False
Gm14091,False
Ivd,False
Bahd1,False
Chst14,False
Ccdc32,False
Rpusd2,False
Knl1,False
Rad51,False
Rmdn3,False
Gchfr,False
Dnajc17,False
Gm14137,False
Zfyve19,False
Spint1,False
Rhov,False
Vps18,False
Dll4,False
Chac1,False
Ino80,False
Exd1,False
Chp1,False
1700020I14Rik,False
Oip5,False
Nusap1,False
Ndufaf1,False
Rtf1,False
Itpka,True
Ltk,False
Rpap1,False
Tyro3,False
Mga,False
Mapkbp1,False
Jmjd7,False
Ehd4,False
Pla2g4e,False
Vps39,False
Tmem87a,False
Ganc,False
Capn3,False
Zfp106,False
Snap23,True
Lrrc57,False
Haus2,False
Stard9,False
Cdan1,False
Ttbk2,False
Ubr1,False
Tmem62,False
Ccndbp1,False
Epb42,False
Lcmt2,False
Adal,False
Zscan29,False
Tubgcp4,False
Trp53bp1,False
Map1a,False
Ppip5k1,False
Ckmt1,False
Strc,False
Catsper2,False
Pdia3,False
Serinc4,False
Serf2,False
Hypk,False
Mfap1b,False
Mfap1a,False
Wdr76,False
Frmd5,False
Gm14019,False
Casc4,False
Ctdspl2,False
Eif3j1,False
Spg11,False
Patl2,True
B2m,False
Sord,False
Duox1,False
Shf,False
Slc28a2,False
Gatm,True
AA467197,False
Slc30a4,False
Bloc1s6,False
Sqor,False
Sema6d,True
Slc24a5,False
Myef2,False
Ctxn2,False
Gm14002,False
Dut,False
Fbn1,False
Gm9913,True
Cep152,False
Shc4,False
Eid1,False
Secisbp2l,False
Cops2,False
Galk2,False
Fam227b,False
Fgf7,False
Dtwd1,False
Gm26697,False
Slc27a2,False
Hdc,True
Gabpb1,False
Gm27003,False
Usp8,False
Usp50,False
Trpm7,False
Sppl2a,False
Ap4e1,False
Blvra,False
Ncaph,False
Itpripl1,False
1810024B03Rik,False
Snrnp200,False
Ciao1,False
Tmem127,False
Stard7,False
Dusp2,False
Adra2b,False
Gpat2,False
Fahd2a,False
Kcnip3,False
Prom2,False
Zfp661,False
Mrps5,False
Mal,True
Mall,True
Nphp1,False
1500011K16Rik,False
Bub1,False
Bcl2l11,False
Gm14005,False
Anapc1,False
Mertk,False
Tmem87b,False
Fbln7,False
Zc3h8,False
Gm10762,False
Zc3h6,False
Ttl,False
Polr1b,False
Chchd5,False
AI847159,False
Gm14029,False
Slc20a1,False
A730036I17Rik,True
Ckap2l,False
Il1a,False
Il1b,False
Sirpa,False
Pdyn,True
Stk35,False
Tgm3,False
Tgm6,False
Snrpb,False
Nop56,False
Idh3b,False
Ebf4,False
Cpxm1,False
Pced1a,False
Vps16,False
Ptpra,False
Mrps26,False
Oxt,True
Avp,True
Ubox5,False
Fastkd5,False
Lzts3,False
Ddrgk1,False
Itpa,False
Slc4a11,False
4930402H24Rik,True
Atrn,False
Gfra4,False
Adam33,True
Siglec1,False
Hspa12b,False
1700037H04Rik,False
Spef1,False
Cenpb,False
Cdc25b,False
Ap5s1,False
Mavs,False
Pank2,False
Rnf24,False
Smox,False
Gm14285,False
5330413P13Rik,False
Erv3,False
Prnp,False
Rassf2,True
Slc23a2,False
Gm14051,False
Tmem230,False
Pcna,False
AV099323,True
Cds2,False
Prokr2,False
Gpcpd1,False
1110034G24Rik,False
Chgb,False
Trmt6,False
Mcm8,False
Crls1,False
Lrrn4,False
Fermt1,False
Bmp2,False
Tmx4,False
Plcb1,True
Plcb4,True
Lamp5,True
Pak7,False
Ankef1,False
Snap25,False
Mkks,False
Slx4ip,False
Jag1,False
Btbd3,False
Gm14061,False
Sptlc3,False
Ism1,False
Tasp1,False
Esf1,False
Ndufaf5,False
Macrod2,False
Flrt3,False
Kif16b,False
Snrpb2,False
Pcsk2os1,False
Pcsk2,False
Bfsp1,False
Dstn,False
Rrbp1,False
Banf2os,False
Gm5535,False
Snx5,False
Mgme1,False
Ovol2,False
1700108N11Rik,False
Kat14,False
Dzank1,False
Polr3f,False
Rbbp9,False
Sec23b,False
Smim26,False
Dtd1,False
Slc24a3,True
Rin2,False
Naa20,False
Crnkl1,False
Cfap61,False
Insm1,False
Ralgapa2,False
Kiz,False
Xrn2,False
Nkx2-4,False
Nkx2-2,True
Nkx2-2os,False
6430503K07Rik,False
Sstr4,False
Thbd,True
Cd93,True
Nxt1,False
Gzf1,False
Napb,False
Cst3,False
Gm14133,False
Syndig1,False
Zfp120,False
Zfp937,False
Gm21994,False
3300002I08Rik,False
Zfp442,False
Cst7,False
Apmap,False
Acss1,False
Vsx1,False
Entpd6,False
Pygb,False
Abhd12,False
Gins1,False
Ninl,False
Nanp,False
Nsfl1c,False
Gm14167,False
Fkbp1a,False
Sdcbp2,False
Snph,False
Rad21l,False
Tmem74bos,False
Tmem74b,False
Psmf1,False
Rspo4,False
Angpt4,False
Gm14154,False
Fam110a,False
Slc52a3,False
AA387200,False
Scrt2,False
Srxn1,False
Tcf15,False
Csnk2a1,False
Tbc1d20,False
Rbck1,False
Trib3,True
Nrsn2,True
Sox12,False
Zcchc3,False
6820408C15Rik,False
Defb25,False
Rem1,False
1700030C14Rik,False
H13,False
Mcts2,False
Gm26841,True
Id1,True
Cox4i2,False
Bcl2l1,False
Tpx2,False
Foxs1,False
Dusp15,False
Ttll9,False
Pdrg1,False
Ccm2l,False
Hck,False
Tm9sf4,False
Tspyl3,False
Plagl2,False
Pofut1,False
Kif3b,False
Asxl1,False
Nol4l,False
Commd7,False
Dnmt3b,True
Mapre1,False
Bpifb6,False
Bpifb3,False
Bpifb4,False
Bpifb1,False
Cdk5rap1,False
Snta1,False
Cbfa2t2,False
Necab3,False
1700003F12Rik,False
E2f1,False
Pxmp4,False
Zfp341,False
Chmp4b,False
Raly,False
a,False
Eif2s2,False
Ahcy,False
Itch,False
Dynlrb1,False
Map1lc3a,False
Pigu,False
Trp53inp2,True
Ncoa6,False
Ggt7,False
Acss2,False
Gss,True
Myh7b,False
Trpc4ap,False
Edem2,False
Procr,False
Mmp24,False
BC029722,False
Eif6,False
Gm16098,False
Uqcc1,False
Gdf5,False
Cep250,False
6430550D23Rik,False
Ergic3,False
Spag4,False
Cpne1,False
Rbm12,False
Nfs1,False
Romo1,False
Rbm39,False
Phf20,False
Scand1,False
Cnbd2,False
2900097C17Rik,False
Epb41l1,False
Aar2,False
Gm14168,False
Dlgap4,False
Myl9,True
Tgif2,False
4930518I15Rik,False
1110008F13Rik,False
Sla2,False
Ndrg3,False
Dsn1,False
Soga1,False
Samhd1,False
Rbl1,False
Mroh8,False
Rpn2,False
Ghrh,True
Manbal,False
Src,False
Blcap,False
Nnat,True
Ctnnbl1,False
Vstm2l,True
Tti1,False
Rprd1b,False
Tgm2,True
D630003M21Rik,False
1700060C20Rik,False
Lbp,True
Snhg11,False
Ralgapb,False
Slc32a1,True
Actr5,False
Ppp1r16b,True
Fam83d,False
Dhx35,False
Gm826,False
Mafb,False
Top1,False
Plcg1,False
Zhx3,False
Gm16751,False
Lpin3,False
Chd6,False
Gm45447,False
Ptprt,False
Gm14246,False
Srsf6,False
L3mbtl1,False
Sgk2,True
Ift52,False
Mybl2,False
Gtsf1l,False
Tox2,False
Jph2,False
Oser1,False
2900093K20Rik,False
Gdap1l1,False
Fitm2,False
2310001K24Rik,False
Ttpal,False
Serinc3,False
Pkig,False
Gm16316,True
Ada,False
Wisp2,False
Rims4,False
Ywhab,False
Pabpc1l,False
Tomm34,False
Stk4,False
Kcns1,False
Wfdc12,True
Slpi,True
Matn4,False
Rbpjl,False
Sdc4,True
Sys1,False
Gm14302,False
Dbndd2,True
Pigt,False
Gm14317,False
Wfdc2,True
Wfdc6a,False
Wfdc10,False
Wfdc3,False
Dnttip1,False
Ube2c,True
Tnnc2,True
Snx21,False
Acot8,False
Zswim3,False
Zswim1,False
Spata25,True
Neurl2,False
Ctsa,False
Pltp,True
Pcif1,False
Zfp335,False
Zfp335os,False
Mmp9,False
Slc12a5,False
Ncoa5,False
Cd40,False
Cdh22,False
Slc35c2,False
Elmo2,False
Zfp334,False
Slc13a3,True
Trp53rka,False
Slc2a10,False
Eya2,False
Zmynd8,False
Ncoa3,False
Sulf2,True
5031425F14Rik,False
Prex1,False
Trp53rkb,False
Arfgef2,False
Cse1l,False
Stau1,False
Ddx27,False
Znfx1,False
Kcnb1,False
Ptgis,False
B4galt5,False
Slc9a8,False
Spata2,False
Rnf114,False
Snai1,False
Ube2v1,False
Tmem189,False
Cebpb,False
A530013C23Rik,False
9230111E07Rik,False
Ptpn1,False
Ripor3,False
Pard6b,False
Adnp,True
Dpm1,False
Mocs3,False
Kcng1,False
Nfatc2,False
Atp9a,False
Sall4,False
Zfp64,False
Gm9873,False
Tshz2,True
Gm26883,False
Zfp217,False
Gm17619,False
Bcas1,True
Bcas1os1,False
Pfdn4,False
Gm16796,False
Dok5,False
Cbln4,True
Mc3r,False
Fam210b,False
Aurka,False
Cstf1,False
Cass4,False
Gm14455,False
Rtf2,False
Fam209,False
Tfap2c,False
Bmp7,True
Spo11,False
Rae1,False
Rbm38,False
Zbp1,True
Pmepa1,False
Pmepa1os,True
Rab22a,False
Vapb,False
Stx16,False
Npepl1,False
Gm10714,True
Gnas,False
Gm20721,False
Nelfcd,False
Ctsz,False
Atp5e,False
Prelid3b,False
Zfp831,False
Edn3,False
Gm14399,False
Gm14443,False
Gm14391,False
Gm4631,False
Zfp968,False
Gm4724,False
Zfp965,False
Gm6710,False
Zfp966,False
Gm14308,False
Zfp973,False
Gm14305,False
Gm14295,False
Gm14296,False
Gm14419,False
Gm14410,False
Gm14412,True
Gm14418,False
Zfp970,False
Gm14403,True
Gm14322,False
Gm14325,False
Gm14327,False
Zfp972,False
Gm14326,False
Zfp971,False
Zfp931,False
Phactr3,False
Sycp2,False
Ppp1r3d,False
Fam217b,False
Cdh26,True
Cdh4,False
Taf4,False
Lsm14b,False
Psma7,False
Ss18l1,False
Mtg2,False
Hrh3,False
Osbpl2,False
Adrm1,False
Lama5,False
Rps21,False
Cables2,False
B230312C02Rik,False
Slco4a1,False
Ntsr1,False
Mrgbp,False
Ogfr,False
Col9a3,True
Tcfl5,False
Dido1,False
Gid8,False
Slc17a9,False
Bhlhe23,False
Gm14342,False
Gm27032,False
Ythdf1,False
Birc7,False
Nkain4,False
Arfgap1,False
Col20a1,False
Chrna4,True
Kcnq2,False
Eef1a2,False
Ppdpf,False
Srms,False
Fndc11,False
Helz2,True
Gmeb2,False
Stmn3,False
Rtel1,False
Arfrp1,False
Zgpat,False
Lime1,False
Zbtb46,False
Tpd52l2,False
Dnajc5,False
Uckl1,False
Uckl1os,False
Zfp512b,False
Prpf6,False
Samd10,False
Gm29797,False
Sox18,False
Tcea2,False
Rgs19,False
Oprl1,False
Myt1,False
Pcmtd2,False
Polr3k,False
Nudt11,False
Nudt10,False
Bmp15,True
Shroom4,False
Dgkk,False
Clcn5,False
Usp27x,False
Ppp1r3f,False
Flicr,False
Ccdc22,False
Cacna1f,False
Syp,False
Gm14703,False
Prickle3,False
Plp2,False
Magix,False
Gpkow,False
Wdr45,False
Praf2,False
Ccdc120,False
Tfe3,False
Gripap1,False
Kcnd1,False
Otud5,False
Pim2,False
Slc35a2,False
Pqbp1,False
Timm17b,False
Pcsk1n,False
Hdac6,False
Glod5,False
Suv39h1,False
Was,False
Wdr13,False
Rbm3,False
Rbm3os,False
Tbc1d25,False
Ebp,False
Porcn,False
Ftsj1,False
Slc38a5,True
B630019K06Rik,False
Lancl3,True
Xk,False
H2al1m,False
Cybb,False
Dynlt3,False
Sytl5,False
Srpx,False
Rpgr,False
Tspan7,False
Gm10489,False
Mid1ip1,False
Bcor,False
Atp6ap2,False
1810030O07Rik,False
Med14,False
Usp9x,False
2010308F09Rik,False
Ddx3x,False
Nyx,False
Cask,False
Gpr34,False
Maoa,False
Maob,False
Ndp,False
Efhc2,False
Fundc1,False
Kdm6a,False
4930578C19Rik,True
Gm26652,False
Chst7,False
Slc9a7,False
Rp2,False
Jade3,False
Rgn,False
Ndufb11,False
Rbm10,False
Uba1,False
Cdk16,False
Usp11,False
Araf,False
Syn1,False
Timp1,False
Cfp,False
Elk1,False
Uxt,False
Zfp182,False
Zfp300,False
Gm6938,False
Gm26593,False
Agtr2,False
Klhl13,False
Wdr44,False
Dock11,False
Il13ra1,False
Zcchc12,True
Lonrf3,True
Gm14569,False
Pgrmc1,False
Akap17b,False
Slc25a5,False
Mdrl,False
C330007P06Rik,False
Ube2a,False
Nkrf,False
Sept6,False
Rpl39,False
Upf3b,False
Nkap,False
Akap14,False
Ndufa1,False
Rnf113a1,False
Zbtb33,False
Tmem255a,True
Lamp2,True
Gm7598,False
Cul4b,False
Mcts1,False
C1galt1c1,False
6030498E09Rik,False
Gria3,False
Thoc2,False
Xiap,False
Stag2,False
Sh2d1a,False
Tenm1,False
Dcaf12l2,False
Dcaf12l1,False
Prr32,True
Smarca1,False
Ocrl,False
Apln,True
Xpnpep2,False
Sash3,True
Zdhhc9,True
Utp14a,False
Bcorl1,False
Elf4,True
Aifm1,False
Rab33a,False
Zfp280c,False
Slc25a14,False
Rbmx2,False
Enox2,False
Arhgap36,True
Igsf1,True
Stk26,False
Rap2c,False
Mbnl3,False
Hs6st2,False
Gpc4,False
Gpc3,False
Ccdc160,False
Phf6,False
Hprt,False
Fam122b,False
Mospd1,False
Gm14597,False
Rtl8c,False
Rtl8a,False
Rtl8b,False
4930502E18Rik,False
1700013H16Rik,True
Xlr,False
3830403N18Rik,False
Zfp449,False
Gm2155,False
Smim10l2a,False
Ints6l,False
Mmgt1,False
Slc9a6,False
Fhl1,False
Map7d3,False
Brs3,False
Htatsf1,False
Arhgef6,False
Rbmx,False
Gpr101,False
Zic3,False
Fgf13,False
Mcf2,False
Atp11c,False
Sox3,False
Gm14664,False
C230004F18Rik,True
Cdr1,False
Ldoc1,False
Slitrk4,False
Slitrk2,False
Fmr1os,False
Fmr1,False
Fmr1nb,True
Gm14698,False
Aff2,False
Ids,False
1110012L19Rik,False
Tmem185a,False
Mamld1,False
Mtm1,False
Mtmr1,False
Cd99l2,False
Hmgb3,False
Gpr50,True
Vma21,False
Gm1141,False
Prrg3,False
Fate1,False
Gabre,False
Gabra3,False
Gabrq,False
Cetn2,False
Nsdhl,False
Zfp185,False
Pnma5,False
Pnma3,False
Xlr4a,False
Xlr3a,False
Xlr3b,False
Xlr4b,False
F8a,False
Zfp275,False
Zfp92,False
Haus7,False
Bgn,True
Atp2b3,False
Dusp9,False
Pnck,True
Slc6a8,False
Bcap31,False
Abcd1,False
Plxnb3,True
Srpk3,False
Idh3g,False
Ssr4,False
Pdzd4,False
L1cam,False
Arhgap4,False
Naa10,False
Renbp,False
Hcfc1,False
Irak1,False
Mecp2,False
Opn1mw,False
Tktl1,False
Flna,True
Emd,False
Rpl10,False
Dnase1l1,False
Taz,False
Atp6ap1,False
Gdi1,False
Fam50a,False
Plxna3,False
Lage3,False
Ubl4a,False
Slc10a3,False
Fam3a,False
Ikbkg,False
G6pdx,False
Gab3,False
Dkc1,False
Mpp1,False
F8,False
Fundc2,False
Cmc4,False
Mtcp1,False
Brcc3,False
Vbp1,False
Rab39b,False
Gm15063,False
Pls3,False
Tbl1x,False
Prkx,False
Prrg1,True
Gm7173,False
Tmem47,False
Dmd,False
Tab3,False
Gk,False
5430427O19Rik,False
Nr0b1,False
Il1rapl1,False
Arx,False
Pola1,False
Pcyt1b,False
Pdk3,False
Zfx,False
Eif2s3x,False
Klhl15,False
Fam90a1b,False
Apoo,False
Gm14827,False
Maged1,False
Gspt2,False
Zxdb,False
Gm26617,False
Spin4,False
Arhgef9,False
Amer1,False
Zc4h2,False
Zc3h12b,False
Las1l,False
Msn,True
F630028O10Rik,True
Hsf3,True
Heph,False
Gpr165,False
Pgr15l,False
Eda2r,False
Ar,False
Ophn1,False
Yipf6,False
Stard8,False
Efnb1,False
Pja1,False
Tmem28,False
Eda,False
Awat2,False
Igbp1,False
Dgat2l6,False
Arr3,False
Pdzd11,False
Kif4,False
Gdpd2,False
Dlg3,False
Tex11,False
Slc7a3,False
Snx12,False
Foxo4,True
Il2rg,False
Med12,False
Nlgn3,False
Gjb1,True
Zmym3,False
Nono,False
Itgb1bp2,False
Taf1,False
Ogt,False
Cxcr3,True
Gm4779,False
Nhsl2,False
Rtl5,False
Pin4,False
Rps4x,False
Cited1,True
Hdac8,False
Phka1,False
Dmrtc1a,False
Nap1l2,False
Chic1,False
Tsx,False
Tsix,False
Jpx,False
Ftx,False
Slc16a2,False
Rlim,False
Nexmif,False
Abcb7,False
Uprt,False
Zdhhc15,False
Magee2,False
Pbdc1,False
Magee1,False
5330434G04Rik,False
Fgf16,False
Atrx,False
Magt1,True
Cox7b,False
Atp7a,False
Tlr13,False
Pgk1,False
Taf9b,False
Fndc3c1,True
Cysltr1,False
Gm5127,True
Rtl3,False
Lpar4,True
P2ry10b,False
Itm2a,True
2610002M06Rik,False
Brwd3,False
Hmgn5,True
Sh3bgrl,False
Gm44593,False
Pou3f4,False
Rps6ka6,False
Hdx,False
Apool,False
Zfp711,False
Chm,False
Dach2,False
Klhl4,True
Pabpc5,False
Pcdh11x,False
Nap1l3,False
Cldn34c1,False
Diaph2,False
Pcdh19,False
Gm26851,False
Tnmd,False
Tspan6,False
Srpx2,False
Sytl4,False
Cstf2,False
Nox1,False
Xkrx,False
Trmt2b,False
Tmem35a,False
Cenpi,False
Drp2,False
Taf7l,False
Timm8a1,False
Btk,False
Rpl36a,False
Gla,False
Hnrnph2,False
Armcx4,False
Armcx1,False
Armcx6,False
Armcx3,False
Armcx2,False
Nxf2,False
Zmat1,False
Tceal6,False
Nxf7,False
Gprasp1,False
Armcx5,False
Bhlhb9,False
Gprasp2,True
Arxes2,False
Arxes1,False
Bex2,False
Nxf3,False
Bex4,False
Tceal8,False
Tceal5,False
Bex1,False
Tceal7,False
Tceal9,False
Bex3,False
Kir3dl2,False
Tceal3,False
Tceal1,False
Morf4l2,False
Plp1,True
Rab9b,False
Tmsb15l,False
Tmsb15b2,False
Tmsb15b1,False
Slc25a53,False
Zcchc18,False
Fam199x,False
Il1rapl2,False
Mum1l1,False
D330045A20Rik,False
Rnf128,False
Tbc1d8b,True
Gm15013,False
Cldn2,True
Morc4,False
Rbm41,True
Nup62cl,False
Frmpd3,False
Prps1,False
Tsc22d3,False
Mid2,False
Psmd10,False
Atg4a,False
Col4a6,False
Col4a5,False
Irs4,True
Gucy2f,False
Nxt2,False
Kcne1l,False
Acsl4,False
Tmem164,False
Ammecr1,False
Chrdl1,False
Pak3,False
Capn6,False
Dcx,False
A730046J19Rik,False
Alg13,False
Trpc5,False
Rtl4,False
Lhfpl1,False
Amot,False
Htr2c,True
Il13ra2,False
Lrch2,False
Gm15104,False
Tmem29,False
Apex2,False
Alas2,True
Pfkfb1,False
Tro,False
Maged2,False
Gnl3l,False
Fgd1,False
Tsr2,False
Wnk3,False
A230072E10Rik,True
Fam120c,True
Phf8,False
Huwe1,False
Hsd17b10,False
Ribc1,False
Smc1a,False
Iqsec2,False
Kdm5c,False
Kantr,False
Tspyl2,False
Gpr173,False
Shroom2,False
Gpr143,False
Usp51,False
Mageh1,False
Foxr2,False
Rragb,False
Klf8,False
Ubqln2,False
Kctd12b,False
Gm45022,False
Nbdy,False
Spin2c,False
Sat1,False
Acot9,False
Prdx4,False
Ptchd1,False
Gm15155,False
Phex,False
Sms,False
Mbtps2,False
Smpx,False
Gm15169,True
Cnksr2,True
Rps6ka3,False
Eif1ax,False
Map7d2,False
Bclaf3,False
Sh3kbp1,False
Map3k15,False
Pdha1,False
Adgrg2,False
Phka2,False
Ppef1,False
Rs1,True
Cdkl5,False
Gja6,False
Scml2,False
Rai2,False
Nhs,False
Reps2,False
Rbbp7,False
Txlng,False
Syap1,False
Ctps2,False
S100g,False
Rnf138rt1,False
Ap1s2,True
Zrsr2,False
Car5b,False
Siah1b,False
Tmem27,False
Ace2,False
Bmx,False
Pir,False
Vegfd,False
Piga,False
Asb11,False
Mospd2,False
Fancb,False
Glra2,False
Gemin8,False
Gpm6b,False
Ofd1,False
Trappc2,False
Rab9,False
Tceanc,False
Egfl6,False
Tmsb4x,False
Tlr7,False
Prps2,False
Frmpd4,False
Msl3,False
Arhgap6,False
Hccs,False
Mid1,False
Gm15247,False
Gm21887,False
1110015O18Rik,False
2700069I18Rik,False
Zfhx4,True
Pex2,False
Gm8797,False
Pkia,False
Zc2hc1a,False
Il7,False
Stmn2,False
Hey1,False
Mrps28,False
Tpd52,False
Zbtb10,False
C030034L19Rik,False
Zfp704,False
Pag1,False
Fabp5,False
Gm9833,False
Fabp4,False
Impa1,False
Zfand1,False
Chmp4c,False
Snx16,False
Gm2464,False
Ralyl,False
Lrrcc1,False
E2f5,False
1810022K09Rik,False
Car13,False
Car1,False
Car3,False
Car2,True
A930001A20Rik,False
Ythdf3,False
Gm30340,False
Mir124-2hg,False
Bhlhe22,True
Cyp7b1,False
Armc1,False
Mtfr1,False
Pde7a,False
Dnajc5b,False
1700064H15Rik,False
Crh,False
4632415L05Rik,False
Cp,True
Hps3,False
Hltf,False
Gyg,False
Cpa3,False
Cpb1,False
Gm43674,False
Gm43672,False
Tbl1xr1,False
Naaladl2,False
Nlgn1,False
A830092H15Rik,False
Ect2,False
Nceh1,False
Tnfsf10,False
Ghsr,False
Fndc3b,False
Tmem212,True
Pld1,True
Gm42196,False
Tnik,False
1700112D23Rik,False
Eif5a2,False
Gm32950,True
Rpl22l1,False
Gm33051,False
Egfem1,False
Mecom,False
Actrt3,False
Mynn,False
Lrrc34,False
Samd7,False
4933429H19Rik,False
Sec62,False
Gpr160,False
Phc3,False
Prkci,False
Skil,False
Cldn11,True
Slc7a14,False
Gm15496,False
Gm38025,False
Kcnmb2,False
Zmat3,False
Pik3ca,False
Zfp639,False
Mfn1,False
Gnb4,False
Gm37640,False
Actl6a,False
Mrpl47,False
Ndufb5,False
Usp13,False
Pex5l,True
Ttc14,False
Ccdc39,False
Fxr1,False
Dnajc19,False
Gm20515,False
Sox2,False
1700017M07Rik,False
Atp11b,False
Dcun1d1,False
Gm15952,False
Mccc1,False
Mccc1os,False
Acad9,False
D3Ertd254e,False
Qrfpr,False
Anxa5,True
1810062G17Rik,False
Gm11549,True
Exosc9,False
Ccna2,False
Bbs7,False
Trpc3,False
4932438A13Rik,False
Il2,False
Gm12532,False
Cetn4,False
Bbs12,False
Fgf2,False
Nudt6,False
Spata5,False
Spry1,False
Gm5148,False
Gm36823,False
Ankrd50,False
C230034O21Rik,False
Fat4,False
Intu,False
Slc25a31,False
Hspa4l,False
Plk4,False
Mfsd8,False
Abhd18,False
Larp1b,False
Pgrmc2,False
Jade1,False
Sclt1,False
D3Ertd751e,False
Pcdh10,False
Pabpc4l,True
Pcdh18,False
Slc7a11,True
Gm38246,False
Noct,False
Elf2,False
Mgarp,False
Ndufc1,False
Naa15,False
Rab33b,False
Setd7,False
Mgst2,False
Maml3,False
Foxo1,False
Cog6,False
Gm42901,False
Lhfp,True
Nhlrc3,False
Proser1,False
Stoml3,False
Frem2,False
Ufm1,False
Trpc4,False
Postn,False
Supt20,False
Exosc8,False
Alg5,False
Smad9,False
Rfxap,False
Sertm1,True
Ccna1,False
Spg20,True
Ccdc169,False
Dclk1,False
Nbea,False
Mab21l1,False
Tm4sf1,True
Tm4sf4,False
Wwtr1,True
Commd2,False
Ankub1,True
Rnf13,True
Pfn2,False
Gm40055,False
4921539H07Rik,False
Tsc22d2,False
Serp1,False
Eif2a,False
Selenot,False
Erich6,False
Siah2,False
Mindy4b-ps,False
Clrn1,False
Gm43570,False
Med12l,False
P2ry14,False
P2ry13,True
P2ry12,True
Igsf10,False
Gm38186,False
Mbnl1,False
P2ry1,False
Gm37696,False
Rap2b,False
B430305J03Rik,False
9330121J05Rik,False
Arhgef26,True
Dhx36,False
Gpr149,False
Mme,False
Plch1,False
E130311K13Rik,False
Slc33a1,False
Gmps,False
Kcnab1,True
A330015K06Rik,True
Ssr3,False
Tiparp,False
Lekr1,False
Ccnl1,False
Gm37305,False
Ptx3,False
Shox2,True
Rsrc1,False
Mlf1,False
Gfm1,False
Lxn,False
Rarres1,False
Mfsd1,False
Schip1,False
Il12a,False
1110032F04Rik,False
Ift80,False
Smc4,True
Trim59,True
Kpna4,False
Ppm1l,False
B3galnt1,False
Nmd3,False
Sptssb,False
Sis,False
Slitrk3,False
Gm20754,False
Bche,True
Zbbx,False
Pdcd10,False
Serpini1,True
Golim4,False
Fstl5,False
Rapgef2,False
6430573P05Rik,False
Fnip2,False
Ppid,False
Etfdh,False
4930579G24Rik,False
Rxfp1,False
Tmem144,False
Fam198b,False
A330069K06Rik,False
Gria2,False
Glrb,False
Pdgfc,False
A830029E22Rik,False
Ctso,False
Tdo2,False
Gucy1b1,False
Gucy1a1,True
Map9,False
Npy2r,False
Rbm46,False
Lrat,False
Fgg,False
Plrg1,False
Gm10710,False
Dchs2,False
Sfrp2,False
Gm26771,False
Tlr2,True
Tmem131l,False
Mnd1,False
Trim2,False
Fhdc1,False
Arfip1,False
Tmem154,False
Fbxw7,False
Gm45790,True
Gatb,False
Fam160a1,False
Glt28d2,False
Sh3d19,True
Rps3a1,False
Gm37933,False
Lrba,False
Mab21l2,False
Dclk2,False
Cd1d1,False
Kirrel,False
Fcrls,True
Fcrl1,False
Etv3,False
Arhgef11,False
Lrrc71,False
Pear1,False
Ntrk1,False
