,highly_variable
Gm26803,False
2810049E08Rik,False
Gm17750,True
A230107N01Rik,False
Tmem161b,False
Ccnh,False
Rasa1,False
Cox7c,False
Edil3,False
Hapln1,True
Vcan,False
Gm4117,False
Xrcc4,False
Tmem167,False
Atp6ap1l,False
Rps23,False
Atg10,False
A830009L08Rik,False
Ssbp2,False
4833422C13Rik,False
Acot12,False
Zcchc9,False
Ckmt2,True
Rasgrf2,True
Msh3,False
Dhfr,False
C030017D09Rik,False
Ankrd34b,False
Fam151b,False
Zfyve16,False
Serinc5,True
Thbs4,True
Mtx3,False
Cmya5,False
Gm4814,False
A630019I02Rik,False
Papd4,False
Homer1,True
Jmy,False
Bhmt,False
Bhmt2,True
Dmgdh,False
AW495222,False
Arsb,False
Gm26527,False
Lhfpl2,False
Scamp1,False
Ap3b1,False
Tbca,False
Otp,True
Wdr41,False
Gm48420,False
Pde8b,False
Zbed3,False
Aggf1,False
Crhbp,True
F2rl1,False
F2r,False
Iqgap2,True
F2rl2,False
Sv2c,False
Gm20075,False
Gm29543,False
Poc5,False
Ankdd1b,False
Polk,False
Col4a3bp,False
Hmgcr,False
Ankrd31,False
Gcnt4,False
Gm48597,False
Fam169a,False
Gm6169,False
Nsa2,False
Gfm2,False
Hexb,True
Enc1,True
Lncenc1,False
Gm5086,False
5330416C01Rik,False
Gm26619,False
Gm10260,False
Arhgef28,False
Utp15,False
Ankra2,False
Btf3,False
Foxd1,True
Tmem174,False
Tmem171,False
Fcho2,False
Gm47551,False
Tnpo1,False
Gm807,False
Zfp366,True
Ptcd2,False
Mrps27,False
Map1b,False
Cartpt,True
Mccc2,False
Bdp1,False
Serf1,False
Smn1,False
Naip2,True
Naip5,False
Naip6,True
Naip1,False
Gtf2h2,False
Ocln,False
Marveld2,False
Rad17,False
Ak6,False
Taf9,False
Ccdc125,False
Cdk7,False
Mrps36,False
Cenph,False
Ccnb1,False
Slc30a5,False
Gm29502,False
5930438M14Rik,False
Pik3r1,False
Cd180,False
Mast4,False
Gm30551,False
Srek1,False
Erbin,True
Nln,False
Sgtb,False
Trappc13,False
Trim23,False
Ppwd1,False
Cenpk,False
Adamts6,False
Cwc27,False
Srek1ip1,False
Fam159b,False
Rgs7bp,True
Rnf180,False
Htr1a,False
Gm30411,False
Ipo11,False
Dimt1,False
Kif2a,False
Gm48684,False
Gm31452,False
AI197445,False
Ndufaf2,False
Smim15,False
Ercc8,False
Elovl7,True
Depdc1b,True
Pde4d,False
Rab3c,True
Plk2,True
Gm33045,False
Gpbp1,False
Mier3,False
Map3k1,False
Gm15326,False
Ankrd55,False
Il6st,False
Ddx4,False
Slc38a9,False
Plpp1,False
Skiv2l2,False
Dhx29,False
Ccno,False
Mcidas,False
Gpx8,True
Gzma,True
Gzmk,False
Esm1,False
BC067074,False
Snx18,False
Hspb3,False
Arl15,False
Ndufs4,False
Fst,False
Mocs2,False
Itga1,False
Pelo,False
Isl1,False
Parp8,False
Emb,False
Gm17509,False
Hcn1,False
Mrps30,False
B430218F22Rik,False
Fgf10,False
Nnt,False
Paip1,False
4833420G17Rik,False
3110070M22Rik,False
Tmem267,False
Ccl28,False
Hmgcs1,False
Nim1k,False
Gm41077,False
Zfp131,False
Gm21188,False
BC147527,False
Rab10os,False
Rab10,False
Kif3c,False
Gm48512,False
1110002L01Rik,False
Asxl2,True
Dtnb,False
Dnmt3a,False
Pomc,True
Efr3b,False
Dnajc27,False
Adcy3,False
Cenpo,False
Ptrhd1,False
Ncoa1,False
2900045O20Rik,False
Gm46332,False
Gm48610,False
Itsn2,False
Gm48678,False
Fam228a,False
Fam228b,False
Pfn4,False
Sf3b6,False
Fkbp1b,False
Wdcp,False
Mfsd2b,False
Ubxn2a,False
Atad2b,False
Klhl29,False
2810032G03Rik,False
Gm48619,False
Ldah,False
Gm48898,False
Hs1bp3,False
Gm48071,True
Rhob,False
5033421B08Rik,False
Pum2,False
Sdc1,False
Laptm4a,False
Wdr35,False
Ttc32,False
Osr1,True
Rdh14,False
Kcns3,False
Gen1,False
Smc6,False
Vsnl1,False
Rad51ap2,False
Gm34237,False
Fam49a,False
Mycn,False
Ddx1,False
Nbas,False
Gm35725,False
Fam84a,False
Trib2,False
Gm36372,False
Lpin1,False
Ntsr2,False
Greb1,False
E2f6,False
Gm36495,False
Rock2,False
Pqlc3,False
2410004P03Rik,False
Kcnf1,False
Pdia6,False
Atp6v1c2,False
Nol10,False
Odc1,False
Hpcal1,True
Gm5784,False
AC124739.1,False
AC124739.2,False
AC163633.1,False
AC164424.1,False
Asap2,False
AC153140.2,False
Itgb1bp1,False
Cpsf3,False
Iah1,False
Adam17,False
Ywhaq,False
Gm4419,False
2410018L13Rik,False
Gm10330,False
9030624G23Rik,False
Taf1b,False
Grhl1,False
Klf11,False
Cys1,False
Rrm2,False
Mboat2,False
Kidins220,False
Id2,True
Gm36287,False
Rnf144a,False
Rsad2,True
Cmpk2,False
Gm9866,False
Sox11,True
Dcdc2c,False
Allc,False
Colec11,False
Rps7,False
Rnaseh1,False
Adi1,True
Trappc12,False
Eipr1,False
Gm31508,True
Myt1l,False
C630031E19Rik,False
Pxdn,False
Tpo,False
Sntg2,False
Tmem18,False
Alkal2,False
Acp1,False
Sh3yl1,False
Lamb1,False
Dld,False
Slc26a3,True
Cbll1,False
Slc26a4,False
Bcap29,False
Dus4l,False
Cog5,False
Gpr22,True
Hbp1,False
Prkar2b,False
Pik3cg,False
Ccdc71l,False
Nampt,False
Gdap10,False
4933406C10Rik,False
Sypl,True
Cdhr3,False
Atxn7l1,False
Efcab10,False
Twistnb,False
Twist1,False
Hdac9,False
Snx13,False
Ahr,False
Agr2,False
Tspan13,False
Bzw2,False
Ankmy2,False
Sostdc1,True
D630036H23Rik,False
Ispd,False
Agmo,False
Dgkb,False
Etv1,True
Arl4a,False
Scin,False
Lsmem1,False
Ifrd1,False
Gm7008,False
Zfp277,False
Dock4,False
Immp2l,False
Lrrn3,False
Gm10165,False
Dnajb9,False
Gm47096,False
Pnpla8,False
Nrcam,False
Stxbp6,True
Gm48508,True
Gm33680,False
Nova1,False
Gm34304,False
Foxg1,True
Gm43517,True
3110039M20Rik,False
Prkd1,False
Gm40421,True
G2e3,False
Scfd1,False
Coch,False
Strn3,False
Ap4s1,False
Hectd1,False
Heatr5a,True
Dtd2,False
Nubpl,False
Arhgap5,False
Akap6,False
Npas3,True
Egln3,False
Sptssa,False
Eapp,False
Snx6,False
Cfl2,False
Baz1a,False
2700097O09Rik,False
Srp54a,False
Fam177a,False
Srp54c,False
Ppp2r3c,False
1110008L16Rik,False
Psma6,False
Nfkbia,False
Insm2,False
Ralgapa1,False
Brms1l,False
Gm19990,False
Mbip,False
Nkx2-1,False
Nkx2-9,True
Slc25a21,False
Prps1l3,True
Mipol1,False
Foxa1,False
Ttc6,False
Sstr1,True
Clec14a,False
Sec23a,False
Gemin2,False
Trappc6b,False
Pnn,False
Mia2,False
Fbxo33,False
Gm20063,False
Lrfn5,False
Gm527,False
Klhl28,False
Togaram1,False
Prpf39,False
Fkbp3,False
Fancm,False
Mis18bp1,False
Mdga2,False
Rps29,False
Lrr1,False
Rpl36al,False
Mgat2,False
Dnaaf2,False
Pole2,True
Klhdc1,False
Klhdc2,False
Nemf,False
Arf6,False
Vcpkmt,False
Sos2,False
L2hgdh,False
Atp5s,False
Cdkl1,False
Map4k5,False
Atl1,False
Sav1,False
Nin,False
Abhd12b,True
Pygl,False
Trim9,False
Tmx1,False
Gm32369,False
Frmd6,False
Gm10457,False
Actr10,False
Psma3,False
Arid4a,False
Timm9,False
2700049A03Rik,False
Dact1,False
4930404H11Rik,False
9630002D21Rik,False
Daam1,False
Gpr135,False
L3hypdh,False
Jkamp,False
Ccdc175,False
Rtn1,False
Lrrc9,False
Pcnx4,False
Dhrs7,False
Ppm1a,False
4930447C04Rik,False
Six6,True
Six1,False
Six4,False
Mnat1,False
Trmt5,False
Slc38a6,False
Gm48653,False
Tmem30b,False
Prkch,True
Gm15283,False
Hif1a,False
Snapc1,False
Syt16,False
Dbpht2,False
Gm34552,False
Kcnh5,False
Rhoj,False
Ppp2r5e,False
Wdr89,False
Sgpp1,False
Syne2,False
Esr2,False
Mthfd1,False
Akap5,False
Zbtb25,False
Zbtb1,False
4930426I24Rik,False
Hspa2,False
Ppp1r36,False
Gm10451,False
Plekhg3,True
AI463170,True
Sptb,False
Churc1,False
Fntb,False
Gpx2,False
Rab15,False
Max,False
Fut8,False
Gphn,False
Mpp5,False
Atp6v1d,False
Eif2s1,False
Plek2,False
Tmem229b,False
Plekhh1,True
Pigh,False
Arg2,False
Gm48780,False
Vti1b,False
Rdh11,False
Rdh12,False
Zfyve26,False
Rad51b,False
9430078K24Rik,False
Zfp36l1,True
Gm26669,True
1300014J16Rik,False
Actn1,False
Dcaf5,False
Gm30025,False
Exd2,False
Galnt16,False
Erh,False
Slc39a9,False
Plekhd1,False
Ccdc177,False
Gm26796,True
Susd6,False
Srsf5,False
Smoc1,False
Slc8a3,False
Gm3693,False
Gm20498,False
Cox16,False
Gm4787,False
Adam4,False
Gm28370,False
Synj2bp,False
Adam21,False
Med6,False
Ttc9,False
AC125351.1,False
Map3k9,False
Pcnx,False
Gm48242,False
Sipa1l1,True
Rgs6,False
Dpf3,False
Dcaf4,False
Zfyve1,False
Rbm25,False
Psen1,False
Papln,False
Numb,False
Gm26571,False
Riox1,False
Acot2,False
Acot1,False
Acot4,False
4732463B04Rik,False
Acot3,False
Acot5,False
Acot6,False
Dnal1,False
Pnma1,False
Elmsan1,False
Gm31513,False
Ptgr2,False
Zfp410,False
Fam161b,False
Coq6,False
Entpd5,False
Bbof1,False
Rnf113a2,False
Aldh6a1,False
Lin52,False
Vsx2,False
Abcd4,False
Syndig1l,False
Npc2,True
Isca2,False
Ltbp2,False
Gm17139,False
Arel1,False
Fcf1,False
Ylpm1,False
Prox2os,False
Prox2,False
Dlst,False
Rps6kl1,False
Pgf,False
Eif2b2,False
Mlh3,False
Acyp1,False
Zc2hc1c,False
Nek9,False
Tmed10,False
Fos,False
Jdp2,False
Batf,False
Flvcr2,True
Erg28,False
Ttll5,False
Tgfb3,False
Ift43,False
Gpatch2l,False
4732487G21Rik,False
Esrrb,False
Vash1,False
Angel1,False
Irf2bpl,False
Gm26698,False
Cipc,False
Zdhhc22,True
Tmem63c,False
Ngb,True
Pomt2,False
Gstz1,False
Gm6566,True
Tmed8,False
Samd15,False
Noxred1,False
Vipas39,False
Ahsa1,False
Sptlc2,False
Alkbh1,False
Slirp,False
Snw1,False
Adck1,False
Nrxn3,False
Dio2,True
Cep128,False
Tshr,False
Gtf2a1,False
Ston2,False
Sel1l,False
Flrt2,False
Gm47415,False
Galc,False
Gm47439,False
Gpr65,False
Kcnk10,False
Gm40893,False
Spata7,False
Ptpn21,False
Zc3h14,False
Eml5,False
Ttc8,False
4930474N09Rik,False
Foxn3,True
3300002A11Rik,True
1700064M15Rik,True
Efcab11,False
Tdp1,False
Kcnk13,True
Psmc1,False
Nrde2,False
Calm1,False
Gm26723,False
Gm40557,False
Ttc7b,False
Rps6ka5,False
Dglucy,False
Gpr68,False
Ccdc88c,False
Gm47639,False
Ppp4r3a,False
D130020L05Rik,False
Tc2n,False
Fbln5,True
Trip11,False
Atxn3,False
Cpsf2,False
Gm16339,False
Slc24a4,False
Rin3,True
Lgmn,False
Golga5,False
Chga,False
Itpk1,False
Gm20604,False
Tmem251,False
Gon7,False
Ubr7,False
Btbd7,False
Unc79,False
Prima1,True
Fam181a,False
Gm29508,False
Asb2,False
Otub2,False
9330161L09Rik,False
Ddx24,False
Ifi27,True
Ifi27l2a,True
Ppp4r4,False
Serpina9,False
Serpina12,False
Serpina3c,False
Serpina3g,False
Serpina3i,False
Serpina3n,True
Dicer1,False
Clmn,True
4930408O17Rik,False
Gm28875,False
Syne3,True
Snhg10,False
Glrx5,False
Tunar,False
Gm2721,False
D430019H16Rik,False
Bdkrb2,False
Atg2b,False
Gskip,False
Ak7,True
Papola,False
Gm19554,False
Vrk1,False
AC163040.1,False
Bcl11b,True
Setd3,False
Ccnk,False
Ccdc85c,False
Hhipl1,False
Cyp46a1,False
Eml1,False
Evl,False
Degs2,False
Yy1,False
Slc25a29,False
Slc25a47,False
Wars,False
Wdr25,False
Begain,False
Dlk1,True
Meg3,False
Gm26906,False
Rtl1,False
Gm26945,False
B830012L14Rik,False
Mirg,False
Gm34667,False
Gm40576,False
Dio3,False
Ppp2r5c,False
AC152827.1,False
Gm35558,False
Gm35558-1,False
Dync1h1,False
Hsp90aa1,False
Wdr20,False
Mok,False
Zfp839,False
Cinp,False
Tecpr2,False
Ankrd9,False
Rcor1,False
4930595D18Rik,False
Traf3,False
Amn,False
A230087F16Rik,False
Cdc42bpb,False
Lbhd2,True
Exoc3l4,False
Tnfaip2,False
Gm40578,False
Gm266,False
Eif5,False
Mark3,False
Ckb,False
Trmt61a,False
Bag5,False
Apopt1,False
Klc1,False
Xrcc3,False
Zfyve21,False
Ppp1r13b,False
5033406O09Rik,False
Gm36757,False
2010107E04Rik,False
Tdrd9,False
Rd3l,False
Aspg,False
Kif26a,False
Tmem179,False
Inf2,True
Adssl1,True
Siva1,False
Akt1,False
Zbtb42,True
Cep170b,False
Pld4,False
Ahnak2,False
BC022687,False
Cdca4,False
Gpr132,False
Jag2,False
Nudt14,False
Brf1,False
Btbd6,False
Pacs2,True
Tex22,False
Mta1,False
Crip2,False
Crip1,True
Tedc1,False
Tmem121,False
Igha,True
Ighg2c,False
Ighd,True
Ighm,False
Zfp386,False
Vipr2,True
Wdr60,False
Gm48079,False
Esyt2,False
Ncapg2,False
Ptprn2,False
Rapgef5,False
Cdca7l,False
Dnah11,True
AC163032.1,False
Sp4,False
Sp8,False
Itgb8,False
Macc1,True
Tmem196,False
Selenop,True
Ccdc152,False
Ghr,False
Fbxo4,False
AW549877,False
Oxct1,False
Plcxd3,False
Card6,False
Rpl37,False
Prkaa1,False
Gm15938,True
Ttc33,False
Ptger4,False
Dab2,False
Fyb,False
Rictor,False
Osmr,False
Lifr,False
Egflam,False
Gm49207,False
Gdnf,False
Wdr70,False
Nup155,False
2410089E03Rik,False
Nipbl,False
Gm31282,False
Gm49249,False
Slc1a3,False
Ranbp3l,True
Nadk2,True
Skp2,False
Lmbrd2,False
Capsl,False
Il7r,True
Spef2,False
Prlr,True
Dnajc21,False
Brix1,False
Rad1,False
Rai14,False
C1qtnf3,False
Amacr,False
Rxfp3,False
Adamts12,False
Tars,False
Npr3,False
Sub1,False
Zfr,False
Mtmr12,False
Golph3,False
Pdzd2,False
6030458C11Rik,False
Drosha,False
Cdh6,False
Cdh9,False
C030047K22Rik,False
Cdh10,False
AC124561.1,False
Cdh12,False
Acot10,False
Cdh18,False
Gm2824,False
Basp1,False
Gm5468,False
Myo10,True
Retreg1,False
Zfp622,False
March11,False
Fbxl7,False
Gm36899,False
Ank,False
Otulin,False
Fam105a,False
Trio,False
Dnah5,False
Ctnnd2,False
9630009A06Rik,False
Dap,False
Ankrd33b,False
Ropn1l,False
March6,False
Cmbl,False
Cct5,False
Fam173b,False
Snhg18,True
Sema5a,False
Gm32618,False
Sdc2,False
Cpq,False
Tspyl5,False
Mtdh,False
Laptm4b,False
Matn2,True
Rpl30,False
Rida,False
Pop1,False
Nipal2,False
4930413F20Rik,False
Kcns2,False
Stk3,False
Vps13b,False
Cox6c,False
Rgs22,False
Polr2k,False
Spag1,False
Rnf19a,False
Ankrd46,False
Snx31,False
Pabpc1,False
Ywhaz,False
Gm49282,False
Gm10384,False
Zfp706,False
Ncald,False
Gm28221,False
Rrm2b,False
Gm49085,False
Ubr5,False
Gm35167,False
Odf1,False
Klf10,False
Gm35248,False
Azin1,False
Gm49077,False
2310043O21Rik,True
Atp6v1c1,False
Baalc,False
Fzd6,False
Cthrc1,False
Slc25a32,False
Dcaf13,False
Rims2,False
Dcstamp,False
Dpys,False
Gm16291,False
Lrp12,False
Gm16294,False
Zfpm2,False
Oxr1,False
Abra,False
Angpt1,False
Gm17473,False
Rspo2,False
Eif3e,False
Emc2,False
Tmem74,False
Trhr,False
Nudcd1,False
Eny2,False
Pkhd1l1,False
Ebag9,False
Sybu,False
Kcnv1,False
Csmd3,False
Trps1,True
Eif3h,False
Utp23,False
Rad21,False
Aard,False
Med30,False
Ext1,False
Samd12,False
Tnfrsf11b,False
Mal2,False
Nov,True
Enpp2,True
Taf2,False
Dscc1,True
Deptor,True
Col14a1,False
Mrpl13,False
Mtbp,False
Sntb1,False
Has2,False
Zhx2,False
Gm16006,True
Derl1,False
Tbc1d31,False
Fam83a,False
9130401M01Rik,False
Gm29394,False
Zhx1,False
Atad2,False
Wdyhv1,False
Fbxo32,True
Gm15943,False
Fam91a1,False
Fer1l6,False
Tmem65,False
Trmt12,False
Rnf139,False
Tatdn1,False
Ndufb9,False
Mtss1,False
Sqle,False
Washc5,False
Nsmce2,False
Trib1,False
Fam84b,False
AC140304.2,False
Myc,False
Pvt1,False
Fam49b,False
Asap1,False
Adcy8,False
Efr3a,False
Kcnq3,False
Lrrc6,False
Tmem71,False
Phf20l1,False
Tg,True
Sla,False
Wisp1,False
Ndrg1,True
St3gal1,False
Zfat,False
Khdrbs3,False
Fam135b,False
Col22a1,False
Kcnk9,False
Trappc9,False
Chrac1,False
Ago2,False
Ptk2,False
Dennd3,False
Slc45a4,False
Gpr20,False
Ptp4a3,False
Mroh5,False
Gm6569,False
AC116769.1,False
Adgrb1,False
Arc,False
Jrk,False
Them6,False
Lypd2,True
Slurp2,False
Lynx1,False
Ly6d,False
Ly6k,True
2010109I03Rik,False
AC139671.1,False
Ly6e,False
Ly6i,False
Ly6a,True
Ly6c1,True
Ly6c2,True
Ly6h,True
Gpihbp1,False
Zfp41,False
Top1mt,False
Rhpn1,False
Mafa,False
Zc3h3,False
Gsdmd,False
Naprt,False
Eef1d,False
Tigd5,False
Pycrl,False
Tsta3,False
Zfp623,False
Zfp707,False
Ccdc166,False
Mapk15,False
Fam83h,False
K230010J24Rik,False
Scrib,False
Puf60,False
Nrbp2,False
AC116487.2,False
Eppk1,True
BC024139,False
Plec,False
Parp10,False
Grina,False
Smpd5,False
Oplah,False
Exosc4,False
Gpaa1,False
Cyc1,False
Sharpin,False
Maf1,False
Gm35339,False
Hgh1,False
Mroh1,False
Bop1,False
Scx,False
Hsf1,False
Dgat1,False
Scrt1,True
Fbxl6,False
Slc52a2,False
Adck5,False
Cpsf1,False
Slc39a4,False
Vps28,False
Tonsl,False
Cyhr1,False
Kifc2,False
Ppp1r16a,False
Gpt,True
Mfsd3,False
Recql4,False
Lrrc14,False
Lrrc24,False
C030006K11Rik,False
Arhgap39,False
Zfp251,False
Zfp7,False
Commd5,False
Rpl8,False
Zfp647,False
1110038F14Rik,False
Mb,False
Apol6,False
Rbfox2,False
Apol7a,False
Apol9a,False
Apol10b,False
Apol11b,True
Apol9b,False
Apol8,False
Myh9,False
Txn2,False
Foxred2,False
Eif3d,False
Gm17638,False
Cacng2,False
A730060N03Rik,False
Ift27,False
AL589692.1,False
Pvalb,True
Ncf4,False
Csf2rb2,False
Csf2rb,False
Tex33,False
Tst,True
Mpst,False
Kctd17,False
Tmprss6,True
Il2rb,False
C1qtnf6,False
Sstr3,False
Rac2,False
AL590144.2,False
Cyth4,False
Elfn2,False
Mfng,False
Card10,False
Cdc42ep1,True
Lgals2,False
Gga1,False
Sh3bp1,False
1700027A07Rik,False
Pdxp,False
Lgals1,True
Nol12,False
Triobp,False
AL589670.5,False
AL589670.1,False
H1f0,False
Gcat,False
Ankrd54,False
Eif3l,False
Micall1,True
1700088E04Rik,False
Polr2f,False
Sox10,True
Pick1,False
Pick1-1,True
Slc16a8,True
Baiap2l2,False
Pla2g6,False
Maff,False
Tmem184b,False
Csnk1e,False
Kcnj4,True
Kdelr3,True
Ddx17,False
Dmc1,False
Fam227a,False
Cby1,False
Tomm22,False
Josd1,False
Gtpbp1,False
Sun2,False
Dnal4,False
Nptxr,True
Cbx6,False
AC113595.2,False
Apobec3,False
Cbx7,False
Pdgfb,False
Rpl3,False
Syngr1,False
Tab1,False
Mgat3,False
Mief1,False
Atf4,False
Rps19bp1,False
Cacna1i,False
Grap2,False
Fam83f,False
Tnrc6b,False
Adsl,False
Sgsm3,False
Mkl1,False
Mchr1,False
AC102334.1,False
Slc25a17,False
St13,False
Xpnpep3,False
Gm17025,False
Rbx1,False
Ep300,False
L3mbtl2,False
Chadl,False
Rangap1,False
Zc3h7b,False
Gm17597,False
Tef,False
Tob2,True
AC102103.1,False
Phf5a,False
Aco2,False
Polr3h,False
Csdc2,False
Pmm1,False
Xrcc6,False
Desi1,True
Snu13,False
Mei1,False
Ccdc134,False
Srebf2,False
Shisa8,True
Tnfrsf13c,False
Cenpm,False
1500009C09Rik,False
Sept3,False
Naga,False
Fam109b,False
Smdt1,False
Ndufa6,False
Cyp2d22,True
Tcf20,False
Gm20324,False
Gm29019,False
AW121686,False
Nfam1,False
Serhl,False
Rrp7a,False
Poldip3,False
Cyb5r3,False
AL591952.3,False
A4galt,True
Arfgap3,False
1700001L05Rik,False
Pacsin2,False
Ttll1,False
Bik,False
Mcat,False
Tspo,False
Ttll12,False
Scube1,False
Mpped1,True
Efcab6,False
Sult4a1,False
AL603867.1,False
Pnpla3,False
Samm50,False
Parvb,False
Parvg,False
1810041L15Rik,True
Rtl6,False
Prr5,False
Arhgap8,False
Phf21b,False
Gm29666,False
Nup50,False
5031439G07Rik,True
Upk3a,False
Fam118a,False
Smc1b,False
Ribc2,False
Fbln1,True
Atxn10,False
Wnt7b,False
AU022754,False
AC162302.1,False
Ppara,True
Cdpf1,False
Pkdrej,False
Ttc38,False
Gtse1,False
Trmu,False
Celsr1,False
Gramd4,False
Cerk,False
Tbc1d22a,False
Fam19a5,False
Brd1,False
Zbed4,False
Alg12,False
Creld2,False
Pim3,False
Ttll8,False
Mlc1,False
Panx2,False
1810021B22Rik,False
Trabd,False
Selenoo,False
Tubgcp6,False
Hdac10,False
Mapk12,False
Mapk11,False
Plxnb2,True
Dennd6b,False
Ppp6r2,False
Sbf1,False
Lmf2,False
Ncaph2,False
Sco2,False
Odf3b,True
Syce3,False
Chkb,False
C730034F03Rik,False
Mapk8ip2,False
Arsa,False
C230037L18Rik,False
Shank3,True
Gm15609,False
Acr,False
Rabl2,False
Syt10,False
Alg10b,False
Cpne8,False
Kif21a,False
Abcd2,False
Slc2a13,False
Lrrk2,False
Cntn1,False
Pdzrn4,False
Gm30085,False
Gxylt1,False
Yaf2,False
Zcrb1,False
Pphln1,False
Prickle1,False
AC102910.1,False
Adamts20,False
Pus7l,False
Irak4,False
Twf1,False
Tmem117,False
Nell2,False
Dbx2,False
Gm49169,False
A130051J06Rik,False
Ano6,False
Gm17546,False
2610037D02Rik,False
Arid2,False
Scaf11,False
Slc38a1,False
Slc38a2,False
Slc38a4,False
AC158554.1,False
Amigo2,False
Pced1b,False
Rpap3,False
Endou,False
Rapgef3,False
Rapgef3os2,False
Slc48a1,False
Hdac7,False
Vdr,True
Tmem106c,False
Col2a1,False
Senp1,False
Pfkm,False
Gm26513,False
Asb8,False
Ccdc184,False
Olfr287,False
Olfr286,False
Zfp641,False
Kansl2,False
Ccnt1,False
9330020H09Rik,False
4930415O20Rik,False
Adcy6,False
Cacnb3,True
Ddx23,False
Rnd1,False
Ccdc65,False
Fkbp11,False
Arf3,False
Wnt10b,False
Ddn,True
B130046B21Rik,False
Prkag1,False
Kmt2d,False
AC161165.6,False
Rhebl1,False
Dhh,True
AC161165.2,False
Lmbr1l,False
Tuba1b,False
AC161165.3,False
Tuba1a,False
Tuba1c,True
Prph,True
Troap,False
C1ql4,False
Spats2,False
Kcnh3,True
Mcrs1,False
Fam186b,False
Prpf40b,False
Fmnl3,False
Tmbim6,False
Nckap5l,False
Bcdin3d,False
Faim2,False
Aqp5,False
Aqp6,False
Racgap1,False
Asic1,False
Smarcd1,False
Gm16537,False
Gpd1,False
Cox14,False
Cers5,False
Lima1,True
Larp4,False
2310068J16Rik,False
Dip2b,False
Atf1,False
Mettl7a1,False
Mettl7a3,False
Slc11a2,False
Letmd1,False
Csrnp2,False
Tfcp2,False
Pou6f1,False
AC123724.1,False
Dazap2,False
Smagp,False
Bin2,False
Cela1,False
Galnt6,True
Slc4a8,False
AC113587.1,False
Scn8a,False
Fignl2,False
Acvrl1,False
Acvr1b,False
A330009N23Rik,False
Grasp,False
Nr4a1,False
Atg101,False
6030408B16Rik,True
AC163018.1,False
Krt80,False
Krt7,False
Krt87,False
Krt90,False
Krt73,False
Krt2,False
Krt1,False
Krt77,False
Krt79,False
Krt8,True
Krt18,True
Eif4b,False
Tns2,False
Spryd3,False
Igfbp6,True
Soat2,False
Csad,False
Zfp740,False
Itgb7,False
Rarg,False
Gm9918,False
Mfsd5,False
Espl1,False
Pfdn5,False
Myg1,False
Aaas,False
Sp7,True
Sp1,False
Amhr2,False
Prr13,False
Pcbp2,False
Map3k12,False
Tarbp2,False
Npff,False
Atf7,False
AC123870.1,False
Atp5g2,False
Calcoco1,False
AC124532.2,False
Smug1,False
Cbx5,False
Hnrnpa1,False
Nfe2,False
Copz1,False
Gpr84,False
Zfp385a,False
Itga5,False
Gtsf1,False
Nckap1l,False
Pde1b,False
Ppp1r1a,True
Glycam1,False
Mucl2,False
Zfp263,False
AC139347.1,False
Zfp174,False
Zfp597,False
Gm26675,True
Naa60,False
1700037C18Rik,False
Cluap1,False
Nlrc3,True
Slx4,False
Gm15879,False
Trap1,False
Crebbp,False
Adcy9,False
Srl,False
Tfap4,False
Glis2,False
Pam16,False
Coro7,False
Vasn,False
Dnaja3,False
Nmral1,True
Hmox2,False
Cdip1,False
Ubald1,False
Mgrn1,False
Gm16861,False
Nudt16l1,False
Anks3,False
Smim22,True
Rogdi,False
Glyr1,False
Ubn1,False
Ppl,False
Sec14l5,True
Nagpa,False
AU021092,False
Alg1,False
Eef2kmt,False
Rbfox1,False
Tmem114,False
Mettl22,False
Abat,False
Tmem186,False
Pmm2,False
Carhsp1,True
Usp7,False
1810013L24Rik,False
AC156026.1,False
Grin2a,True
Emp2,True
Tekt5,False
Nubp1,False
Tvp23a,False
Ciita,True
Dexi,False
Clec16a,False
Socs1,False
Rmi2,True
Litaf,True
Snn,False
Txndc11,False
Zc3h7a,False
4930509G22Rik,True
Rsl1d1,False
2610020C07Rik,False
Gspt1,False
Tnfrsf17,False
Snx29,False
Gm4279,True
AC154509.1,False
Cpped1,False
Shisa9,False
Ercc4,False
Mkl2,False
Gm15738,False
2310015D24Rik,False
Parn,False
Bfar,False
3110001I22Rik,False
Rrn3,False
Ntan1,False
Pdxdc1,False
Mpv17l,False
Ifitm7,False
2900011O08Rik,False
Marf1,False
Nde1,True
Myh11,True
Fopnl,False
Abcc1,False
Snai2,False
Efcab1,False
Ube2v2,False
Mcm4,False
Prkdc,False
Mzt2,False
Cebpd,True
Spidr,False
Pkp2,True
Yars2,False
Dnm1l,False
Fgd4,False
Spag6l,False
Vpreb1,False
Top3b,False
Ppm1f,False
Mapk1,False
1700056N10Rik,False
Ypel1,False
Ppil2,False
2610318N02Rik,False
Sdf2l1,False
Ccdc116,False
Ydjc,False
Ube2l3,False
Rimbp3,False
Hic2,False
Tmem191c,False
Pi4ka,False
Serpind1,True
Snap29,False
Crkl,False
Aifm3,False
Lztr1,False
Thap7,False
Lrrc74b,False
P2rx6,False
Slc7a4,False
Smpd4,False
Ccdc74a,False
Med15,False
Klhl22,False
Scarf2,False
AC078895.1,False
Car15,False
Gm20518,False
Dgcr2,False
Tssk1,False
Dgcr14,False
Slc25a1,False
Vpreb2,False
Dgcr6,False
Prodh,False
Rtn4r,True
4933432I09Rik,False
AC118542.1,False
Zdhhc8,False
Ranbp1,False
Trmt2a,False
